artist,title,album,length,size,url,download
Fahmida Nabi,Amar Bela Je Jai,Amar Bela Je Jai,2:46,2.56,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/10%20-%20Fahmida%20Nabi%20-%20Amar%20Bela%20Je%20Jai%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/10%20-%20Fahmida%20Nabi%20-%20Amar%20Bela%20Je%20Jai%20(music.com.bd).mp3
Fahmida Nabi,Fule Fule Doley Doley 2,Amar Bela Je Jai,2:58,2.73,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/11%20-%20Fahmida%20Nabi%20-%20Fule%20Fule%20Doley%20Doley%202%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/11%20-%20Fahmida%20Nabi%20-%20Fule%20Fule%20Doley%20Doley%202%20(music.com.bd).mp3
Fahmida Nabi,Majhe Majhe Tobo Dekha Pai,Amar Bela Je Jai,5:58,5.49,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/12%20-%20Fahmida%20Nabi%20-%20Majhe%20Majhe%20Tobo%20Dekha%20Pai%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/12%20-%20Fahmida%20Nabi%20-%20Majhe%20Majhe%20Tobo%20Dekha%20Pai%20(music.com.bd).mp3
Fahmida Nabi,O Amar Desher Maati,Amar Bela Je Jai,4:49,4.44,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/13%20-%20Fahmida%20Nabi%20-%20O%20Amar%20Desher%20Maati%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Amar%20Bela%20Je%20Jai/13%20-%20Fahmida%20Nabi%20-%20O%20Amar%20Desher%20Maati%20(music.com.bd).mp3
Fahmida Nabi,Eto Prem Dile,Shopno Golpo,5:14,4.8,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/1%20-%20Fahmida%20Nabi%20-%20Eto%20Prem%20Dile%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/1%20-%20Fahmida%20Nabi%20-%20Eto%20Prem%20Dile%20(music.com.bd).mp3
Fahmida Nabi,Paina Tare,Shopno Golpo,5:07,4.7,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/2%20-%20Fahmida%20Nabi%20-%20Paina%20Tare%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/2%20-%20Fahmida%20Nabi%20-%20Paina%20Tare%20(music.com.bd).mp3
Fahmida Nabi,Ghum Nei,Shopno Golpo,4:02,3.71,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/3%20-%20Fahmida%20Nabi%20-%20Ghum%20Nei%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/3%20-%20Fahmida%20Nabi%20-%20Ghum%20Nei%20(music.com.bd).mp3
Fahmida Nabi,Bristi Bheja Raat,Shopno Golpo,5:35,5.13,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/4%20-%20Fahmida%20Nabi%20-%20Bristi%20Bheja%20Raat%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/4%20-%20Fahmida%20Nabi%20-%20Bristi%20Bheja%20Raat%20(music.com.bd).mp3
Fahmida Nabi,Ei Sesh Bar,Shopno Golpo,4:09,3.82,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/5%20-%20Fahmida%20Nabi%20-%20Ei%20Sesh%20Bar%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/5%20-%20Fahmida%20Nabi%20-%20Ei%20Sesh%20Bar%20(music.com.bd).mp3
Fahmida Nabi,Aar Kato Kaal,Shopno Golpo,3:36,3.31,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/6%20-%20Fahmida%20Nabi%20-%20Aar%20Kato%20Kaal%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/6%20-%20Fahmida%20Nabi%20-%20Aar%20Kato%20Kaal%20(music.com.bd).mp3
Fahmida Nabi,Satar Dio,Shopno Golpo,3:34,3.28,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/7%20-%20Fahmida%20Nabi%20-%20Satar%20Dio%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/7%20-%20Fahmida%20Nabi%20-%20Satar%20Dio%20(music.com.bd).mp3
Fahmida Nabi,Take Dekhe,Shopno Golpo,4:15,3.91,http://music.com.bd/download/Music/F/Fahmida%20Nabi/Shopno%20Golpo/8%20-%20Fahmida%20Nabi%20-%20Take%20Dekhe%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fahmida%20Nabi/Shopno%20Golpo/8%20-%20Fahmida%20Nabi%20-%20Take%20Dekhe%20(music.com.bd).mp3
Fakir Alamgir,Allah Megh De Pani De,,3:06,0.38473,http://music.com.bd/download/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20Allah%20Megh%20De%20Pani%20De%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20Allah%20Megh%20De%20Pani%20De%20(music.com.bd).mp3
Fakir Alamgir,Mon Amar Deho Ghori,,5:15,0.6356,http://music.com.bd/download/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20Mon%20Amar%20Deho%20Ghori%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20Mon%20Amar%20Deho%20Ghori%20(music.com.bd).mp3
Fakir Alamgir,O Shokhina Geshosh Kina Bhuila Amare,,4:48,0.58443,http://music.com.bd/download/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20O%20Shokhina%20Geshosh%20Kina%20Bhuila%20Amare%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Alamgir/Fakir%20Alamgir%20-%20O%20Shokhina%20Geshosh%20Kina%20Bhuila%20Amare%20(music.com.bd).mp3
Fokir Lal Miah,Intro,Chhoy Nong Bipod Shongket,3:12,2.95,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/01%20-%20Fokir%20Lal%20Miah%20-%20Intro%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/01%20-%20Fokir%20Lal%20Miah%20-%20Intro%20(music.com.bd).mp3
Fokir Lal Miah & Kazi,Beshi Kotha,Chhoy Nong Bipod Shongket,4:51,4.46,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/02%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20-%20Beshi%20Kotha%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/02%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20-%20Beshi%20Kotha%20(music.com.bd).mp3
Fokir Lal Miah,Sylheti Rap,Chhoy Nong Bipod Shongket,3:44,3.44,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/03%20-%20Fokir%20Lal%20Miah%20-%20Sylheti%20Rap%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/03%20-%20Fokir%20Lal%20Miah%20-%20Sylheti%20Rap%20(music.com.bd).mp3
Fokir Lal Miah,Bangla Rap-er Daam,Chhoy Nong Bipod Shongket,4:22,4.02,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/04%20-%20Fokir%20Lal%20Miah%20-%20Bangla%20Rap-er%20Daam%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/04%20-%20Fokir%20Lal%20Miah%20-%20Bangla%20Rap-er%20Daam%20(music.com.bd).mp3
Fokir Lal Miah, Kazi & Ac10,Banglar Gaan Gai,Chhoy Nong Bipod Shongket,3:42,3.41,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/05%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20and%20Ac10%20-%20Banglar%20Gaan%20Gai%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/05%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20and%20Ac10%20-%20Banglar%20Gaan%20Gai%20(music.com.bd).mp3
Fokir Lal Miah & Prangon,Aamra Korbo Joy,Chhoy Nong Bipod Shongket,4:32,4.17,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/06%20-%20Fokir%20Lal%20Miah%20_%20Prangon%20-%20Aamra%20Korbo%20Joy%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/06%20-%20Fokir%20Lal%20Miah%20_%20Prangon%20-%20Aamra%20Korbo%20Joy%20(music.com.bd).mp3
Fokir Lal Miah,Lal Ekla Eksho (Part Ll),Chhoy Nong Bipod Shongket,3:44,3.44,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/07%20-%20Fokir%20Lal%20Miah%20-%20Lal%20Ekla%20Eksho%20(Part%202)%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/07%20-%20Fokir%20Lal%20Miah%20-%20Lal%20Ekla%20Eksho%20(Part%202)%20(music.com.bd).mp3
Fokir Lal Miah & Johan,Dui Diner Duniya,Chhoy Nong Bipod Shongket,3:11,2.94,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/08%20-%20Fokir%20Lal%20Miah%20and%20Johan%20-%20Dui%20Diner%20Duniya%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/08%20-%20Fokir%20Lal%20Miah%20and%20Johan%20-%20Dui%20Diner%20Duniya%20(music.com.bd).mp3
Fokir Lal Miah & Kazi,Shuno Ogo Shundori,Chhoy Nong Bipod Shongket,3:57,3.64,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/09%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20-%20Shuno%20Ogo%20Shundori%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/09%20-%20Fokir%20Lal%20Miah%20and%20Kazi%20-%20Shuno%20Ogo%20Shundori%20(music.com.bd).mp3
Producer's Exclusive. To Be Cont.,Outro,Chhoy Nong Bipod Shongket,2:44,2.52,http://music.com.bd/download/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/10%20-%20Producers%20Exclusive.%20To%20Be%20Cont.%20-%20Outro%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fakir%20Lal%20Miah/Chhoy%20Nong%20Bipod%20Shongket/10%20-%20Producers%20Exclusive.%20To%20Be%20Cont.%20-%20Outro%20(music.com.bd).mp3
Fardaus Ara,Janam Janam Gelo,,5:00,4.6,http://music.com.bd/download/Music/F/Fardaus%20Ara/01%20-%20Fardaus%20Ara%20-%20Janam%20Janam%20Gelo%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/01%20-%20Fardaus%20Ara%20-%20Janam%20Janam%20Gelo%20(music.com.bd).mp3
Fardaus Ara,Ami Nohe Go,,5:04,4.66,http://music.com.bd/download/Music/F/Fardaus%20Ara/02%20-%20Fardaus%20Ara%20-%20Ami%20Nohe%20Go%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/02%20-%20Fardaus%20Ara%20-%20Ami%20Nohe%20Go%20(music.com.bd).mp3
Fardaus Ara,Pothohara Pakhi,,5:00,4.6,http://music.com.bd/download/Music/F/Fardaus%20Ara/03%20-%20Fardaus%20Ara%20-%20Pothohara%20Pakhi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/03%20-%20Fardaus%20Ara%20-%20Pothohara%20Pakhi%20(music.com.bd).mp3
Fardaus Ara,Beli Ful Ane Dau,,3:53,3.58,http://music.com.bd/download/Music/F/Fardaus%20Ara/04%20-%20Fardaus%20Ara%20-%20Beli%20Ful%20Ane%20Dau%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/04%20-%20Fardaus%20Ara%20-%20Beli%20Ful%20Ane%20Dau%20(music.com.bd).mp3
Fardaus Ara,Angoli Loho Mor,,4:54,4.5,http://music.com.bd/download/Music/F/Fardaus%20Ara/05%20-%20Fardaus%20Ara%20-%20Angoli%20Loho%20Mor%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/05%20-%20Fardaus%20Ara%20-%20Angoli%20Loho%20Mor%20(music.com.bd).mp3
Fardaus Ara,Sawono Rate Jodi,,4:30,4.14,http://music.com.bd/download/Music/F/Fardaus%20Ara/06%20-%20Fardaus%20Ara%20-%20Sawono%20Rate%20Jodi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/06%20-%20Fardaus%20Ara%20-%20Sawono%20Rate%20Jodi%20(music.com.bd).mp3
Fardaus Ara,O Kul Vanga Nodi,,4:37,4.24,http://music.com.bd/download/Music/F/Fardaus%20Ara/07%20-%20Fardaus%20Ara%20-%20O%20Kul%20Vanga%20Nodi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/07%20-%20Fardaus%20Ara%20-%20O%20Kul%20Vanga%20Nodi%20(music.com.bd).mp3
Fardaus Ara,Boner Horin Aye,,3:43,3.42,http://music.com.bd/download/Music/F/Fardaus%20Ara/08%20-%20Fardaus%20Ara%20-%20Boner%20Horin%20Aye%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/08%20-%20Fardaus%20Ara%20-%20Boner%20Horin%20Aye%20(music.com.bd).mp3
Fardaus Ara,Khoda Ai Goriber,,5:10,4.75,http://music.com.bd/download/Music/F/Fardaus%20Ara/09%20-%20Fardaus%20Ara%20-%20Khoda%20Ai%20Goriber%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/09%20-%20Fardaus%20Ara%20-%20Khoda%20Ai%20Goriber%20(music.com.bd).mp3
Fardaus Ara,Tumi Jodi Rakho Hate,,4:47,4.39,http://music.com.bd/download/Music/F/Fardaus%20Ara/10%20-%20Fardaus%20Ara%20-%20Tumi%20Jodi%20Rakho%20Hate%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/10%20-%20Fardaus%20Ara%20-%20Tumi%20Jodi%20Rakho%20Hate%20(music.com.bd).mp3
Fardaus Ara,Se Chole Gache Bole,,4:41,4.31,http://music.com.bd/download/Music/F/Fardaus%20Ara/11%20-%20Fardaus%20Ara%20-%20Se%20Chole%20Gache%20Bole%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/11%20-%20Fardaus%20Ara%20-%20Se%20Chole%20Gache%20Bole%20(music.com.bd).mp3
Fardaus Ara,Modhukor Monjir Baje,,4:51,4.47,http://music.com.bd/download/Music/F/Fardaus%20Ara/12%20-%20Fardaus%20Ara%20-%20Modhukor%20Monjir%20Baje%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/12%20-%20Fardaus%20Ara%20-%20Modhukor%20Monjir%20Baje%20(music.com.bd).mp3
Fardaus Ara,Amer Jawer Somoy Holo,,4:56,4.54,http://music.com.bd/download/Music/F/Fardaus%20Ara/13%20-%20Fardaus%20Ara%20-%20Amer%20Jawer%20Somoy%20Holo%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fardaus%20Ara/13%20-%20Fardaus%20Ara%20-%20Amer%20Jawer%20Somoy%20Holo%20(music.com.bd).mp3
Farida Parveen,Ei Padma Ei Meghna,Ei Padma Ei Meghna,5:57,10.85,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/01.%20Farida%20Parveen%20-%20Ei%20Padma%20Ei%20Meghna%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/01.%20Farida%20Parveen%20-%20Ei%20Padma%20Ei%20Meghna%20(music.com.bd).mp3
Farida Parveen,Gozmotir Haar,Ei Padma Ei Meghna,4:09,7.56,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/02.%20Farida%20Parveen%20-%20Gozmotir%20Haar%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/02.%20Farida%20Parveen%20-%20Gozmotir%20Haar%20(music.com.bd).mp3
Farida Parveen,Moha Miloner Shagor Tirthey,Ei Padma Ei Meghna,6:26,11.72,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/03.%20Farida%20Parveen%20-%20Moha%20Miloner%20Shagor%20Tirthey%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/03.%20Farida%20Parveen%20-%20Moha%20Miloner%20Shagor%20Tirthey%20(music.com.bd).mp3
Farida Parveen,Golper Sesh Ache,Ei Padma Ei Meghna,4:44,8.62,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/04.%20Farida%20Parveen%20-%20Golper%20Sesh%20Ache%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/04.%20Farida%20Parveen%20-%20Golper%20Sesh%20Ache%20(music.com.bd).mp3
Farida Parveen,Koto Bondhur Poth,Ei Padma Ei Meghna,5:55,10.78,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/05.%20Farida%20Parveen%20-%20Koto%20Bondhur%20Poth%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/05.%20Farida%20Parveen%20-%20Koto%20Bondhur%20Poth%20(music.com.bd).mp3
Farida Parveen,A Desher Naam Rekhechi,Ei Padma Ei Meghna,5:37,10.25,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/06.%20Farida%20Parveen%20-%20A%20Desher%20Naam%20Rekhechi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/06.%20Farida%20Parveen%20-%20A%20Desher%20Naam%20Rekhechi%20(music.com.bd).mp3
Farida Parveen,Akasher Palok Chuye,Ei Padma Ei Meghna,7:32,13.75,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/07.%20Farida%20Parveen%20-%20Akasher%20Palok%20Chuye%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/07.%20Farida%20Parveen%20-%20Akasher%20Palok%20Chuye%20(music.com.bd).mp3
Farida Parveen,Padma Amar Mayer Moto,Ei Padma Ei Meghna,5:09,9.4,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/08.%20Farida%20Parveen%20-%20Padma%20Amar%20Mayer%20Moto%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/08.%20Farida%20Parveen%20-%20Padma%20Amar%20Mayer%20Moto%20(music.com.bd).mp3
Farida Parveen,Bohu Desh Bohu Poth,Ei Padma Ei Meghna,5:55,10.78,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/09.%20Farida%20Parveen%20-%20Bohu%20Desh%20Bohu%20Poth%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/09.%20Farida%20Parveen%20-%20Bohu%20Desh%20Bohu%20Poth%20(music.com.bd).mp3
Farida Parveen,O Pakhire Ai Dekhe Jaa,Ei Padma Ei Meghna,5:47,10.6,http://music.com.bd/download/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/10.%20Farida%20Parveen%20-%20O%20Pakhire%20Ai%20Dekhe%20Jaa%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Farida%20Parveen/Ei%20Padma%20Ei%20Meghna/10.%20Farida%20Parveen%20-%20O%20Pakhire%20Ai%20Dekhe%20Jaa%20(music.com.bd).mp3
F A Sumon,Akash Dilam,Meye Jano Ki,5:33,12.73,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Akash%20Dilam%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Akash%20Dilam%20(music.com.bd).mp3
F A Sumon,Benami (Instrumental),Meye Jano Ki,3:24,7.79,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Benami%20(Instrumental)%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Benami%20(Instrumental)%20(music.com.bd).mp3
F A Sumon,Chaile Tumi,Meye Jano Ki,4:05,9.35,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Chaile%20Tumi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Chaile%20Tumi%20(music.com.bd).mp3
F A Sumon,Ferari,Meye Jano Ki,4:46,10.91,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Ferari%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Ferari%20(music.com.bd).mp3
F A Sumon,Klanto Pothik,Meye Jano Ki,5:36,12.84,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Klanto%20Pothik%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Klanto%20Pothik%20(music.com.bd).mp3
F A Sumon,Kotha Chilo,Meye Jano Ki,4:25,10.14,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Kotha%20Chilo%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Kotha%20Chilo%20(music.com.bd).mp3
F A Sumon,Meye Jano Ki,Meye Jano Ki,4:37,10.59,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Meye%20Jano%20Ki%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Meye%20Jano%20Ki%20(music.com.bd).mp3
F A Sumon,Nishachor,Meye Jano Ki,5:07,11.74,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Nishachor%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Nishachor%20(music.com.bd).mp3
F A Sumon,Ogochalo,Meye Jano Ki,4:05,9.35,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Ogochalo%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Ogochalo%20(music.com.bd).mp3
F A Sumon,Onushochona,Meye Jano Ki,5:04,11.61,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Onushochona%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Onushochona%20(music.com.bd).mp3
F A Sumon,Prarthona,Meye Jano Ki,4:00,9.17,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Prarthona%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Prarthona%20(music.com.bd).mp3
F A Sumon,Shopno Kena,Meye Jano Ki,5:00,11.47,http://music.com.bd/download/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Shopno%20Kena%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/F%20A%20Sumon/Meye%20Jano%20Ki/F%20A%20Sumon%20-%20Shopno%20Kena%20(music.com.bd).mp3
Fatematuz Zohora,Agun Legeche Chande,,4:18,3.96,http://music.com.bd/download/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Agun%20Legeche%20Chande%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Agun%20Legeche%20Chande%20(music.com.bd).mp3
Fatematuz Zohora,Amar Bhalobashar Nodi,,4:56,4.53,http://music.com.bd/download/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Amar%20Bhalobashar%20Nodi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Amar%20Bhalobashar%20Nodi%20(music.com.bd).mp3
Fatematuz Zohora,Amare Bhalobashe Loke Jodi,,3:39,3.36,http://music.com.bd/download/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Amare%20Bhalobashe%20Loke%20Jodi%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Amare%20Bhalobashe%20Loke%20Jodi%20(music.com.bd).mp3
Fatematuz Zohora,Buker Bhitor Dukkho,,4:32,4.17,http://music.com.bd/download/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Buker%20Bhitor%20Dukkho%20(music.com.bd).mp3.html,http://download.music.com.bd/Music/F/Fatematuz%20Zohora/Fatematuz%20Zohora%20-%20Buker%20Bhitor%20Dukkho%20(music.com.bd).mp3
